-2511.75,-1345.00
-2511.70,-1566.05
-2511.70,-1787.10
-2511.70,-2008.10
-2511.70,-2229.05
-2511.70,-2449.90
-2511.70,-2671.05
-2290.75,-2892.05
-2290.65,-2670.90
-2290.70,-2449.90
-2290.70,-2229.10
-2290.70,-2007.90
-2290.70,-1786.90
-2290.70,-1565.90
-2290.70,-1345.00
-2290.70,-1123.90
-2290.70,-902.95
-2290.70,-681.95
-2069.60,-239.95
-2069.80,-461.05
-2069.70,-682.10
-2069.70,-903.05
-2069.65,-1124.10
-2069.70,-1345.05
-2069.70,-1566.05
-2069.70,-1787.05
-2069.65,-2008.05
-2069.65,-2229.05
-2069.70,-2449.95
-2069.70,-2671.10
-2069.65,-2892.10
-2069.75,-3113.10
-1848.70,-3334.00
-1848.70,-3113.10
-1848.70,-2891.90
-1848.70,-2670.95
-1848.70,-2449.90
-1848.70,-2229.05
-1848.70,-2007.95
-1848.70,-1786.95
-1848.70,-1565.90
-1848.70,-1344.95
-1848.70,-1123.95
-1848.70,-902.95
-1848.70,-681.95
-1848.70,-460.90
-1848.70,-240.00
-1848.70,-18.95
-1848.70,202.10
-1627.65,1749.10
-1627.70,1527.95
-1627.70,1306.95
-1627.70,1085.90
-1627.70,865.00
-1627.70,643.90
-1627.70,422.90
-1627.70,201.95
-1627.70,-19.10
-1627.70,-240.00
-1627.70,-461.00
-1627.70,-682.05
-1627.70,-903.05
-1627.70,-1124.00
-1627.70,-1345.05
-1627.70,-1566.05
-1627.70,-1787.05
-1627.70,-2008.05
-1627.70,-2229.00
-1627.70,-2450.00
-1627.70,-2671.05
-1627.70,-2892.05
-1627.70,-3113.05
-1627.65,-3334.00
-1627.70,-3555.00
-1406.70,-3555.00
-1406.70,-3334.05
-1406.70,-3113.05
-1406.70,-2891.95
-1406.70,-2670.90
-1406.65,-2449.90
-1406.75,-2229.00
-1406.65,-2007.95
-1406.70,-1786.90
-1406.70,-1565.90
-1406.70,-1345.05
-1406.70,-1124.05
-1406.70,-902.95
-1406.70,-681.95
-1406.70,-460.90
-1406.70,-239.95
-1406.70,-18.95
-1406.70,202.10
-1406.70,423.10
-1406.70,644.10
-1406.70,865.00
-1406.70,1086.05
-1406.70,1307.05
-1185.75,422.90
-1185.65,201.95
-1185.70,-19.10
-1185.70,-240.00
-1185.70,-460.95
-1185.70,-682.05
-1185.70,-903.10
-1185.70,-1124.00
-1185.70,-1344.95
-1185.70,-1566.00
-1185.70,-1787.10
-1185.70,-2008.00
-1185.70,-2229.05
-1185.70,-2449.90
-1185.70,-2671.10
-1185.70,-2892.10
-1185.70,-3113.05
-1185.70,-3333.95
-1185.70,-3554.95
-964.70,-3554.95
-964.75,-3334.00
-964.70,-3112.95
-964.70,-2891.90
-964.70,-2670.95
-964.70,-2449.90
-964.70,-2229.05
-964.70,-2007.95
-964.70,-1786.95
-964.70,-1565.90
-964.70,-1345.05
-964.70,-1123.90
-964.70,-902.90
-964.70,-681.95
-964.70,-460.95
-964.70,-239.95
-964.70,-18.90
-964.70,202.05
-743.75,202.00
-743.70,-19.05
-743.70,-240.05
-743.70,-461.05
-743.70,-682.05
-743.70,-903.10
-743.70,-1124.10
-743.70,-1345.10
-743.70,-1566.05
-743.70,-1787.05
-743.70,-2008.10
-743.70,-2229.10
-743.70,-2450.00
-743.70,-2671.10
-743.70,-2892.00
-743.70,-3113.05
-743.70,-3333.90
-743.70,-3554.95
-743.70,-3776.10
-522.65,-3776.00
-522.75,-3554.95
-522.65,-3334.05
-522.80,-3113.05
-522.65,-2891.95
-522.70,-2670.90
-522.70,-2449.90
-522.70,-2229.10
-522.70,-2007.95
-522.70,-1786.90
-522.70,-1565.90
-522.70,-1345.05
-522.70,-1124.10
-522.70,-902.95
-522.70,-681.90
-522.70,-460.95
-522.70,-240.00
-522.70,-18.90
-301.70,1528.05
-301.70,1306.95
-301.70,1085.95
-301.70,864.95
-301.70,643.95
-301.70,422.95
-301.70,-18.95
-301.70,-240.05
-301.70,-460.95
-301.70,-682.05
-301.70,-903.05
-301.70,-1124.05
-301.70,-1345.05
-301.70,-1566.05
-301.70,-1787.10
-301.70,-2008.00
-301.70,-2229.05
-301.70,-2449.95
-301.70,-2671.00
-301.70,-2892.10
-301.70,-3113.05
-301.70,-3334.00
-301.70,-3555.00
-301.70,-3776.10
-301.70,-3997.10
-80.70,-3775.90
-80.70,-3555.00
-80.65,-3334.05
-80.80,-3113.05
-80.65,-2891.95
-80.70,-2670.90
-80.70,-2449.95
-80.70,-2229.05
-80.70,-2007.95
-80.70,-1786.95
-80.70,-1565.90
-80.70,-1345.05
-80.70,-1124.10
-80.70,-902.90
-80.70,-681.95
-80.70,-460.90
-80.70,-240.10
-80.70,-18.95
-80.70,202.10
-80.70,423.05
-80.70,644.00
-80.70,864.90
-80.70,1086.10
-80.70,1307.10
-80.70,1528.05
-80.70,1749.05
140.30,1748.95
140.30,1527.90
140.30,1306.95
140.30,1085.90
140.30,865.00
140.30,644.00
140.30,422.90
140.30,202.00
140.30,-19.00
140.30,-240.05
140.30,-461.05
140.30,-682.05
140.30,-903.10
140.30,-1124.05
140.30,-1345.05
140.30,-1566.05
140.30,-1787.10
140.30,-2008.00
140.30,-2229.00
140.30,-2449.90
140.30,-2671.10
140.30,-2892.05
140.30,-3113.10
140.30,-3334.05
140.30,-3554.95
140.30,-3776.05
361.25,-3554.95
361.40,-3334.05
361.30,-3113.00
361.30,-2891.95
361.30,-2670.90
361.30,-2449.95
361.30,-2229.10
361.30,-2007.90
361.30,-1786.95
361.30,-1565.90
361.30,-1345.00
